Station_code,Station_name,Latitude,Longitude,SUBZONE_NO,SUBZONE_N,SUBZONE_C,PLN_AREA_N,PLN_AREA_C,REGION_N,REGION_C
481,BT PANJANG TEMP BUS PK,1.383764,103.7583,1,TECK WHYE,CKSZ01,CHOA CHU KANG,CK,WEST REGION,WR
1012,Hotel Grand Pacific,1.296848255,103.8525359,10,VICTORIA,RCSZ10,ROCHOR,RC,CENTRAL REGION,CR
1013,St. Joseph's Ch,1.297709706,103.8532247,10,VICTORIA,RCSZ10,ROCHOR,RC,CENTRAL REGION,CR
1019,Bras Basah Cplx,1.296989512,103.853022,1,BUGIS,DTSZ01,DOWNTOWN CORE,DT,CENTRAL REGION,CR
1029,Cosmic Insurance Bldg,1.296672985,103.8544142,1,BUGIS,DTSZ01,DOWNTOWN CORE,DT,CENTRAL REGION,CR
1039,Nth Bridge Commercial Cplx,1.298207841,103.8554914,1,BUGIS,DTSZ01,DOWNTOWN CORE,DT,CENTRAL REGION,CR
1059,Bugis Stn Exit B,1.300756795,103.8561104,1,BUGIS,DTSZ01,DOWNTOWN CORE,DT,CENTRAL REGION,CR
1109,Queen St Ter,1.303585776,103.8565037,4,ROCHOR CANAL,RCSZ04,ROCHOR,RC,CENTRAL REGION,CR
1112,Opp Bugis Junction,1.300092128,103.8552003,10,VICTORIA,RCSZ10,ROCHOR,RC,CENTRAL REGION,CR
1113,Bugis Stn Exit A,1.301172975,103.856114,1,BUGIS,DTSZ01,DOWNTOWN CORE,DT,CENTRAL REGION,CR
1119,Bugis Junction,1.299604109,103.8551293,1,BUGIS,DTSZ01,DOWNTOWN CORE,DT,CENTRAL REGION,CR
1121,Stamford Pr Sch,1.303938097,103.85868,4,ROCHOR CANAL,RCSZ04,ROCHOR,RC,CENTRAL REGION,CR
1129,Opp Stamford Pr Sch,1.303502692,103.8586453,5,KAMPONG GLAM,RCSZ05,ROCHOR,RC,CENTRAL REGION,CR
1139,Parkview Sq,1.300330579,103.8571608,1,BUGIS,DTSZ01,DOWNTOWN CORE,DT,CENTRAL REGION,CR
1211,Opp Blk 461,1.305518035,103.860545,9,CRAWFORD,KLSZ09,KALLANG,KL,CENTRAL REGION,CR
1219,Blk 461,1.305265985,103.8607202,9,CRAWFORD,KLSZ09,KALLANG,KL,CENTRAL REGION,CR
1229,Bef Sultan Mque,1.303375526,103.8596309,5,KAMPONG GLAM,RCSZ05,ROCHOR,RC,CENTRAL REGION,CR
1231,Opp Textile Ctr,1.30325,103.8610831,5,KAMPONG GLAM,RCSZ05,ROCHOR,RC,CENTRAL REGION,CR
1239,Sultan Plaza,1.302912366,103.8616182,9,CRAWFORD,KLSZ09,KALLANG,KL,CENTRAL REGION,CR
1311,Lavender Stn Exit B,1.307091646,103.862197,6,LAVENDER,KLSZ06,KALLANG,KL,CENTRAL REGION,CR
1319,Lavender Stn Exit A/ICA,1.307574267,103.863256,6,LAVENDER,KLSZ06,KALLANG,KL,CENTRAL REGION,CR
1329,Blk 8,1.304956702,103.8636303,9,CRAWFORD,KLSZ09,KALLANG,KL,CENTRAL REGION,CR
1339,Bef Crawford Bridge,1.307746017,103.8642627,4,KAMPONG BUGIS,KLSZ04,KALLANG,KL,CENTRAL REGION,CR
1341,Southbank,1.306475556,103.8645253,9,CRAWFORD,KLSZ09,KALLANG,KL,CENTRAL REGION,CR
1349,Opp Blk 4,1.305686357,103.8654399,4,KAMPONG BUGIS,KLSZ04,KALLANG,KL,CENTRAL REGION,CR
1411,Opp St. John HQ,1.302113329,103.862956,9,CRAWFORD,KLSZ09,KALLANG,KL,CENTRAL REGION,CR
1419,St. John HQ,1.30202,103.8632633,9,CRAWFORD,KLSZ09,KALLANG,KL,CENTRAL REGION,CR
1421,Opp Golden Mile Cplx,1.303384444,103.8648389,9,CRAWFORD,KLSZ09,KALLANG,KL,CENTRAL REGION,CR
1429,Golden Mile Cplx,1.303213609,103.8650158,9,CRAWFORD,KLSZ09,KALLANG,KL,CENTRAL REGION,CR
1511,Opp The Gateway,1.299198261,103.8586452,1,BUGIS,DTSZ01,DOWNTOWN CORE,DT,CENTRAL REGION,CR
1519,The Gateway,1.299074925,103.8589103,2,CITY HALL,DTSZ02,DOWNTOWN CORE,DT,CENTRAL REGION,CR
1521,Opp Plaza Parkroyal,1.300883044,103.860661,5,KAMPONG GLAM,RCSZ05,ROCHOR,RC,CENTRAL REGION,CR
1529,Plaza Parkroyal,1.300416677,103.8604412,9,CRAWFORD,KLSZ09,KALLANG,KL,CENTRAL REGION,CR
1541,Bugis Stn Exit D,1.298864654,103.8573458,1,BUGIS,DTSZ01,DOWNTOWN CORE,DT,CENTRAL REGION,CR
1549,Opp Duo Residences,1.300698689,103.8587312,5,KAMPONG GLAM,RCSZ05,ROCHOR,RC,CENTRAL REGION,CR
1559,Landmark Village Hotel,1.301687311,103.8575292,5,KAMPONG GLAM,RCSZ05,ROCHOR,RC,CENTRAL REGION,CR
1611,Raffles Hotel,1.295272592,103.8553369,2,CITY HALL,DTSZ02,DOWNTOWN CORE,DT,CENTRAL REGION,CR
1619,Esplanade Stn Exit F,1.294286942,103.8550381,2,CITY HALL,DTSZ02,DOWNTOWN CORE,DT,CENTRAL REGION,CR
1621,Opp Shaw Twrs,1.296958889,103.8565561,1,BUGIS,DTSZ01,DOWNTOWN CORE,DT,CENTRAL REGION,CR
1629,Shaw Twrs,1.296959722,103.8568653,2,CITY HALL,DTSZ02,DOWNTOWN CORE,DT,CENTRAL REGION,CR
1631,Aft Beach Rd,1.296936146,103.8558056,1,BUGIS,DTSZ01,DOWNTOWN CORE,DT,CENTRAL REGION,CR
1639,Bef Beach Rd,1.2973875,103.8555758,1,BUGIS,DTSZ01,DOWNTOWN CORE,DT,CENTRAL REGION,CR
2029,Opp S'pore Cricket Club,1.288790151,103.8529332,2,CITY HALL,DTSZ02,DOWNTOWN CORE,DT,CENTRAL REGION,CR
2049,Raffles Hotel,1.294520912,103.8540216,2,CITY HALL,DTSZ02,DOWNTOWN CORE,DT,CENTRAL REGION,CR
2051,Seating Gallery,1.289503056,103.8590339,3,MARINA CENTRE,DTSZ03,DOWNTOWN CORE,DT,CENTRAL REGION,CR
2061,The Esplanade,1.289963889,103.8564039,3,MARINA CENTRE,DTSZ03,DOWNTOWN CORE,DT,CENTRAL REGION,CR
2089,Pan Pacific Hotel,1.291526944,103.8592061,3,MARINA CENTRE,DTSZ03,DOWNTOWN CORE,DT,CENTRAL REGION,CR
2099,Marina Ctr Ter,1.291472648,103.8614856,3,MARINA CENTRE,DTSZ03,DOWNTOWN CORE,DT,CENTRAL REGION,CR
2101,AFT S'PORE FLYER,1.289384838,103.8618315,3,MARINA CENTRE,DTSZ03,DOWNTOWN CORE,DT,CENTRAL REGION,CR
2111,Esplanade Bridge,1.290955923,103.8545342,2,CITY HALL,DTSZ02,DOWNTOWN CORE,DT,CENTRAL REGION,CR
2119,Opp War Memorial Pk,1.291844074,103.8553433,3,MARINA CENTRE,DTSZ03,DOWNTOWN CORE,DT,CENTRAL REGION,CR
2141,Suntec Twr Two,1.295765716,103.8593381,3,MARINA CENTRE,DTSZ03,DOWNTOWN CORE,DT,CENTRAL REGION,CR
2149,Suntec Twr Three,1.295604598,103.8595553,3,MARINA CENTRE,DTSZ03,DOWNTOWN CORE,DT,CENTRAL REGION,CR
2151,Suntec Convention Ctr,1.293177763,103.8578462,3,MARINA CENTRE,DTSZ03,DOWNTOWN CORE,DT,CENTRAL REGION,CR
2159,Opp Suntec Convention Ctr,1.293608112,103.8584067,3,MARINA CENTRE,DTSZ03,DOWNTOWN CORE,DT,CENTRAL REGION,CR
2161,Promenade Stn,1.292685535,103.8609316,3,MARINA CENTRE,DTSZ03,DOWNTOWN CORE,DT,CENTRAL REGION,CR
2169,Promenade Stn Exit B,1.293338368,103.8607085,3,MARINA CENTRE,DTSZ03,DOWNTOWN CORE,DT,CENTRAL REGION,CR
2171,Opp The Ritz-Carlton,1.2907,103.8609219,3,MARINA CENTRE,DTSZ03,DOWNTOWN CORE,DT,CENTRAL REGION,CR
2181,Supreme Ct,1.289474444,103.8509817,2,CITY HALL,DTSZ02,DOWNTOWN CORE,DT,CENTRAL REGION,CR
3011,Fullerton Sq,1.285618409,103.8534222,6,CLIFFORD PIER,DTSZ06,DOWNTOWN CORE,DT,CENTRAL REGION,CR
3019,OUE Bayfront,1.284245,103.8531081,6,CLIFFORD PIER,DTSZ06,DOWNTOWN CORE,DT,CENTRAL REGION,CR
3021,Prudential Twr,1.282555246,103.849989,5,RAFFLES PLACE,DTSZ05,DOWNTOWN CORE,DT,CENTRAL REGION,CR
3031,Raffles Pl Stn Exit F,1.282074922,103.8508607,5,RAFFLES PLACE,DTSZ05,DOWNTOWN CORE,DT,CENTRAL REGION,CR
3041,Telok Ayer Stn Exit A,1.281795094,103.8489321,3,CHINATOWN,OTSZ03,OUTRAM,OT,CENTRAL REGION,CR
3059,One Raffles Quay,1.280976496,103.8513565,11,CENTRAL SUBZONE,DTSZ11,DOWNTOWN CORE,DT,CENTRAL REGION,CR
3071,OPP SO SOFITEL S'PORE,1.279906096,103.8494003,8,CECIL,DTSZ08,DOWNTOWN CORE,DT,CENTRAL REGION,CR
3111,Aft Capital Twr,1.277825954,103.8481012,8,CECIL,DTSZ08,DOWNTOWN CORE,DT,CENTRAL REGION,CR
3129,UIC Bldg,1.278070035,103.8495672,8,CECIL,DTSZ08,DOWNTOWN CORE,DT,CENTRAL REGION,CR
3151,Opp GB Bldg,1.278921246,103.8477623,8,CECIL,DTSZ08,DOWNTOWN CORE,DT,CENTRAL REGION,CR
3217,Opp AXA Twr,1.275522189,103.8479444,11,CENTRAL SUBZONE,DTSZ11,DOWNTOWN CORE,DT,CENTRAL REGION,CR
3218,Opp MAS Bldg,1.274078889,103.8468739,11,CENTRAL SUBZONE,DTSZ11,DOWNTOWN CORE,DT,CENTRAL REGION,CR
3222,Hub Synergy Pt,1.273978369,103.8448956,10,ANSON,DTSZ10,DOWNTOWN CORE,DT,CENTRAL REGION,CR
3223,Tanjong Pagar Stn Exit C,1.275703395,103.8463247,9,TANJONG PAGAR,DTSZ09,DOWNTOWN CORE,DT,CENTRAL REGION,CR
3239,Shenton Way Ter,1.27464227,103.8475672,11,CENTRAL SUBZONE,DTSZ11,DOWNTOWN CORE,DT,CENTRAL REGION,CR
3241,Mapletree Anson,1.27456,103.84537,9,TANJONG PAGAR,DTSZ09,DOWNTOWN CORE,DT,CENTRAL REGION,CR
3331,Bef Marina Gdns Dr,1.276633072,103.8607681,1,MARINA SOUTH,MSSZ01,MARINA SOUTH,MS,CENTRAL REGION,CR
3339,Aft Marina Gdns Dr,1.274985164,103.8595002,1,STRAITS VIEW,SVSZ01,STRAITS VIEW,SV,CENTRAL REGION,CR
3341,Bef Gdns by the Bay,1.2795978,103.8643377,1,MARINA SOUTH,MSSZ01,MARINA SOUTH,MS,CENTRAL REGION,CR
3349,Aft Gdns by the Bay,1.279656006,103.8647781,1,MARINA SOUTH,MSSZ01,MARINA SOUTH,MS,CENTRAL REGION,CR
3369,Marina Barrage,1.279607721,103.8698745,1,MARINA SOUTH,MSSZ01,MARINA SOUTH,MS,CENTRAL REGION,CR
3371,Gdns by the Bay,1.280664793,103.8662696,1,MARINA SOUTH,MSSZ01,MARINA SOUTH,MS,CENTRAL REGION,CR
3381,The Sail,1.281626013,103.8530651,11,CENTRAL SUBZONE,DTSZ11,DOWNTOWN CORE,DT,CENTRAL REGION,CR
3391,Marina Bay Financial Ctr,1.280376603,103.8549801,11,CENTRAL SUBZONE,DTSZ11,DOWNTOWN CORE,DT,CENTRAL REGION,CR
3411,Opp Marina Sth Pier,1.271592999,103.863009,1,STRAITS VIEW,SVSZ01,STRAITS VIEW,SV,CENTRAL REGION,CR
3419,Marina Sth Pier,1.271276985,103.8629769,1,STRAITS VIEW,SVSZ01,STRAITS VIEW,SV,CENTRAL REGION,CR
3421,Marina Bay Cruise Ctr,1.266940903,103.8596478,1,STRAITS VIEW,SVSZ01,STRAITS VIEW,SV,CENTRAL REGION,CR
3501,Marina Bay Sands Theatre,1.285004677,103.8606111,12,BAYFRONT SUBZONE,DTSZ12,DOWNTOWN CORE,DT,CENTRAL REGION,CR
3509,Bayfront Stn Exit B/MBS,1.28315,103.8600439,12,BAYFRONT SUBZONE,DTSZ12,DOWNTOWN CORE,DT,CENTRAL REGION,CR
3511,Aft Bayfront Stn Exit E,1.281947795,103.8589706,12,BAYFRONT SUBZONE,DTSZ12,DOWNTOWN CORE,DT,CENTRAL REGION,CR
3519,Bayfront Stn Exit A,1.281245,103.858848,12,BAYFRONT SUBZONE,DTSZ12,DOWNTOWN CORE,DT,CENTRAL REGION,CR
3529,Downtown Stn,1.279399574,103.8527877,11,CENTRAL SUBZONE,DTSZ11,DOWNTOWN CORE,DT,CENTRAL REGION,CR
3539,Marina Bay Stn,1.277533055,103.8556161,11,CENTRAL SUBZONE,DTSZ11,DOWNTOWN CORE,DT,CENTRAL REGION,CR
4019,OPP BENCOOLEN STN EXIT B,1.298072169,103.8497561,3,BRAS BASAH,MUSZ03,MUSEUM,MU,CENTRAL REGION,CR
4029,BEF BENCOOLEN STN EXIT A,1.299481667,103.8509267,10,VICTORIA,RCSZ10,ROCHOR,RC,CENTRAL REGION,CR
4111,Capitol Bldg,1.293954442,103.851391,2,CITY HALL,DTSZ02,DOWNTOWN CORE,DT,CENTRAL REGION,CR
4121,SMU,1.296185441,103.8495803,3,BRAS BASAH,MUSZ03,MUSEUM,MU,CENTRAL REGION,CR
4142,Armenian Ch,1.293098264,103.8496599,3,BRAS BASAH,MUSZ03,MUSEUM,MU,CENTRAL REGION,CR
4143,Stamford Ct,1.294116408,103.8502061,3,BRAS BASAH,MUSZ03,MUSEUM,MU,CENTRAL REGION,CR
4149,Grand Pk City Hall,1.292761324,103.8498374,2,CITY HALL,DTSZ02,DOWNTOWN CORE,DT,CENTRAL REGION,CR
4151,Cath Of The Good Shepherd,1.295337778,103.8511397,3,BRAS BASAH,MUSZ03,MUSEUM,MU,CENTRAL REGION,CR
4159,Aft Chijmes,1.29489485,103.8510814,2,CITY HALL,DTSZ02,DOWNTOWN CORE,DT,CENTRAL REGION,CR
4167,City Hall Stn Exit B,1.292500065,103.8514532,2,CITY HALL,DTSZ02,DOWNTOWN CORE,DT,CENTRAL REGION,CR
4168,Aft City Hall Stn Exit B,1.292082215,103.8512599,2,CITY HALL,DTSZ02,DOWNTOWN CORE,DT,CENTRAL REGION,CR
4179,AFT BRAS BASAH STN EXIT A,1.296479163,103.8514716,3,BRAS BASAH,MUSZ03,MUSEUM,MU,CENTRAL REGION,CR
4211,Clarke Quay,1.290436111,103.8471244,2,CLARKE QUAY,SRSZ02,SINGAPORE RIVER,SR,CENTRAL REGION,CR
4219,Opp Clarke Quay,1.290968028,103.8468678,2,FORT CANNING,MUSZ02,MUSEUM,MU,CENTRAL REGION,CR
4222,Clarke Quay Stn Exit E,1.288989622,103.8470898,2,CLARKE QUAY,SRSZ02,SINGAPORE RIVER,SR,CENTRAL REGION,CR
4223,Old Hill St Police Stn,1.290844761,103.848579,2,FORT CANNING,MUSZ02,MUSEUM,MU,CENTRAL REGION,CR
4229,High St Ctr,1.290448308,103.8487512,2,CITY HALL,DTSZ02,DOWNTOWN CORE,DT,CENTRAL REGION,CR
4239,Clarke Quay Stn,1.288827179,103.8474938,3,BOAT QUAY,SRSZ03,SINGAPORE RIVER,SR,CENTRAL REGION,CR
4249,Opp The Treasury,1.290430394,103.8502622,2,CITY HALL,DTSZ02,DOWNTOWN CORE,DT,CENTRAL REGION,CR
4251,Opp High St Ctr,1.289738333,103.8488847,2,CITY HALL,DTSZ02,DOWNTOWN CORE,DT,CENTRAL REGION,CR
4311,Aft River Valley Rd,1.294645753,103.8439214,2,FORT CANNING,MUSZ02,MUSEUM,MU,CENTRAL REGION,CR
4321,Shell HSE,1.292140008,103.8430365,1,ROBERTSON QUAY,SRSZ01,SINGAPORE RIVER,SR,CENTRAL REGION,CR
4329,Opp Shell HSE,1.291970571,103.8432838,2,CLARKE QUAY,SRSZ02,SINGAPORE RIVER,SR,CENTRAL REGION,CR
4331,BEF FORT CANNING STN,1.291839394,103.8450409,2,CLARKE QUAY,SRSZ02,SINGAPORE RIVER,SR,CENTRAL REGION,CR
4339,FORT CANNING STN EXIT B,1.292211,103.845005,2,FORT CANNING,MUSZ02,MUSEUM,MU,CENTRAL REGION,CR
5009,Opp OCBC Ctr,1.285925541,103.8492364,3,BOAT QUAY,SRSZ03,SINGAPORE RIVER,SR,CENTRAL REGION,CR
5012,Bef Pearl'S Hill Terr,1.281545833,103.8408772,2,PEOPLE'S PARK,OTSZ02,OUTRAM,OT,CENTRAL REGION,CR
5013,People's Pk Cplx,1.284069799,103.8429987,2,PEOPLE'S PARK,OTSZ02,OUTRAM,OT,CENTRAL REGION,CR
5019,Aft Pearl'S Hill Terr,1.281183889,103.84105,3,CHINATOWN,OTSZ03,OUTRAM,OT,CENTRAL REGION,CR
5022,People's Pk Ctr,1.285710899,103.844372,1,PEARL'S HILL,OTSZ01,OUTRAM,OT,CENTRAL REGION,CR
5023,Opp Hong Lim Pk,1.286929284,103.8454038,2,CLARKE QUAY,SRSZ02,SINGAPORE RIVER,SR,CENTRAL REGION,CR
5029,Boat Quay,1.287122834,103.8481978,3,BOAT QUAY,SRSZ03,SINGAPORE RIVER,SR,CENTRAL REGION,CR
5039,New Bridge Ctr,1.282938191,103.8425428,3,CHINATOWN,OTSZ03,OUTRAM,OT,CENTRAL REGION,CR
5049,Chinatown Pt,1.285311148,103.8445507,4,CHINA SQUARE,OTSZ04,OUTRAM,OT,CENTRAL REGION,CR
5059,Hong Lim Pk,1.286764201,103.8457504,3,BOAT QUAY,SRSZ03,SINGAPORE RIVER,SR,CENTRAL REGION,CR
5069,Outram Pk Stn Exit H,1.2802763,103.8402979,3,CHINATOWN,OTSZ03,OUTRAM,OT,CENTRAL REGION,CR
5129,Hong Lim Pk,1.286011667,103.8463467,3,BOAT QUAY,SRSZ03,SINGAPORE RIVER,SR,CENTRAL REGION,CR
5131,Opp Hong Lim Cplx,1.284073056,103.8453381,3,CHINATOWN,OTSZ03,OUTRAM,OT,CENTRAL REGION,CR
5189,Opp Sri Mariamman Tp,1.282091396,103.8452806,3,CHINATOWN,OTSZ03,OUTRAM,OT,CENTRAL REGION,CR
5199,Opp Hong Lim Cplx,1.284514558,103.8466605,4,CHINA SQUARE,OTSZ04,OUTRAM,OT,CENTRAL REGION,CR
5239,Bef The Pinnacle@Duxton,1.27854113,103.8415105,3,CHINATOWN,OTSZ03,OUTRAM,OT,CENTRAL REGION,CR
5241,Opp Blk 333,1.280719882,103.8422749,3,CHINATOWN,OTSZ03,OUTRAM,OT,CENTRAL REGION,CR
5259,Aft Kreta Ayer Rd,1.279794478,103.8426271,3,CHINATOWN,OTSZ03,OUTRAM,OT,CENTRAL REGION,CR
5269,Maxwell Rd FC,1.280977473,103.8446005,7,MAXWELL,DTSZ07,DOWNTOWN CORE,DT,CENTRAL REGION,CR
5271,Opp Fairfield Meth Ch,1.279753295,103.8438221,3,CHINATOWN,OTSZ03,OUTRAM,OT,CENTRAL REGION,CR
5319,OCBC Ctr,1.284496673,103.8490869,4,PHILLIP,DTSZ04,DOWNTOWN CORE,DT,CENTRAL REGION,CR
5411,Tg Pagar Plaza,1.275191657,103.8430919,3,CHINATOWN,OTSZ03,OUTRAM,OT,CENTRAL REGION,CR
5419,The Amara,1.274706695,103.8431868,10,ANSON,DTSZ10,DOWNTOWN CORE,DT,CENTRAL REGION,CR
5421,Aft Craig Rd,1.277774706,103.8434635,3,CHINATOWN,OTSZ03,OUTRAM,OT,CENTRAL REGION,CR
5429,Bef Craig Rd,1.277694131,103.8437065,3,CHINATOWN,OTSZ03,OUTRAM,OT,CENTRAL REGION,CR
5519,Opp Maritime Hse,1.275534722,103.8411269,3,CHINATOWN,OTSZ03,OUTRAM,OT,CENTRAL REGION,CR
5521,Maritime Hse,1.276768611,103.8405922,16,EVERTON PARK,BMSZ16,BUKIT MERAH,BM,CENTRAL REGION,CR
5629,Opp Southpoint,1.273211389,103.84187,10,ANSON,DTSZ10,DOWNTOWN CORE,DT,CENTRAL REGION,CR
5631,Blk 16,1.273460559,103.8403472,16,EVERTON PARK,BMSZ16,BUKIT MERAH,BM,CENTRAL REGION,CR
5641,Customs Port Br HQ,1.272723931,103.8414062,16,EVERTON PARK,BMSZ16,BUKIT MERAH,BM,CENTRAL REGION,CR
5649,Opp Customs Port Br HQ,1.272384212,103.8409391,17,CITY TERMINALS,BMSZ17,BUKIT MERAH,BM,CENTRAL REGION,CR
5651,Opp Fuji Xerox Twrs,1.273218611,103.8430731,10,ANSON,DTSZ10,DOWNTOWN CORE,DT,CENTRAL REGION,CR
6011,Opp Outram Pk Stn,1.28166,103.8380139,5,SINGAPORE GENERAL HOSPITAL,BMSZ05,BUKIT MERAH,BM,CENTRAL REGION,CR
6029,Outram Pk Stn,1.281770412,103.8383828,2,PEOPLE'S PARK,OTSZ02,OUTRAM,OT,CENTRAL REGION,CR
6031,Opp Blk 13,1.286070556,103.8387917,1,PEARL'S HILL,OTSZ01,OUTRAM,OT,CENTRAL REGION,CR
6039,Blk 8,1.287059979,103.8396256,1,PEARL'S HILL,OTSZ01,OUTRAM,OT,CENTRAL REGION,CR
6049,BEF OUTRAM FLYOVER,1.284748569,103.8351771,1,PEARL'S HILL,OTSZ01,OUTRAM,OT,CENTRAL REGION,CR
6051,Blk 55,1.28475981,103.8340567,10,TIONG BAHRU,BMSZ10,BUKIT MERAH,BM,CENTRAL REGION,CR
6069,Aft Furama RiverFront,1.286231577,103.8349616,1,PEARL'S HILL,OTSZ01,OUTRAM,OT,CENTRAL REGION,CR
6071,Blk 2B,1.286858595,103.8336003,10,TIONG BAHRU,BMSZ10,BUKIT MERAH,BM,CENTRAL REGION,CR
6081,Blk 94,1.288370864,103.8334988,9,BUKIT HO SWEE,BMSZ09,BUKIT MERAH,BM,CENTRAL REGION,CR
6129,Grand Copthorne Hotel,1.290781621,103.8344092,1,ROBERTSON QUAY,SRSZ01,SINGAPORE RIVER,SR,CENTRAL REGION,CR
6131,The Boys' Brigade HQ,1.291524722,103.8322275,9,BUKIT HO SWEE,BMSZ09,BUKIT MERAH,BM,CENTRAL REGION,CR
6141,Holiday Inn Atrium,1.289633009,103.8338124,9,BUKIT HO SWEE,BMSZ09,BUKIT MERAH,BM,CENTRAL REGION,CR
6149,Opp Holiday Inn Atrium,1.289840457,103.8341153,9,BUKIT HO SWEE,BMSZ09,BUKIT MERAH,BM,CENTRAL REGION,CR
6151,Hotel Miramar,1.288709768,103.8373728,1,ROBERTSON QUAY,SRSZ01,SINGAPORE RIVER,SR,CENTRAL REGION,CR
6159,Opp Hotel Miramar,1.289093854,103.8368794,1,ROBERTSON QUAY,SRSZ01,SINGAPORE RIVER,SR,CENTRAL REGION,CR
6161,Blk 2,1.289017057,103.8399429,1,PEARL'S HILL,OTSZ01,OUTRAM,OT,CENTRAL REGION,CR
6169,River Pl Condo,1.289370789,103.8399894,1,ROBERTSON QUAY,SRSZ01,SINGAPORE RIVER,SR,CENTRAL REGION,CR
6171,Opp State Ct,1.286101944,103.8425356,1,PEARL'S HILL,OTSZ01,OUTRAM,OT,CENTRAL REGION,CR
6189,Ctrl Sq,1.287791365,103.8432943,2,CLARKE QUAY,SRSZ02,SINGAPORE RIVER,SR,CENTRAL REGION,CR
7011,Peace Ctr,1.300996991,103.8498102,8,SELEGIE,RCSZ08,ROCHOR,RC,CENTRAL REGION,CR
7021,Selegie Ctr,1.303245216,103.8499578,8,SELEGIE,RCSZ08,ROCHOR,RC,CENTRAL REGION,CR
7031,Tekka Ctr,1.305720833,103.8512058,1,FARRER PARK,RCSZ01,ROCHOR,RC,CENTRAL REGION,CR
7111,Broadway Hotel,1.308793665,103.8531752,1,FARRER PARK,RCSZ01,ROCHOR,RC,CENTRAL REGION,CR
7211,Aft Farrer Pk Stn Exit G,1.313137477,103.8563561,6,LAVENDER,KLSZ06,KALLANG,KL,CENTRAL REGION,CR
7221,Sri Vadapathira K Tp,1.315032787,103.8578827,6,LAVENDER,KLSZ06,KALLANG,KL,CENTRAL REGION,CR
7231,Bef Tai Hoe Hotel,1.309658889,103.8573711,6,LAVENDER,KLSZ06,KALLANG,KL,CENTRAL REGION,CR
7241,Bef S'Goon Rd,1.315571421,103.8590062,6,LAVENDER,KLSZ06,KALLANG,KL,CENTRAL REGION,CR
7249,Aft Kempas Rd,1.315368056,103.8594669,1,BENDEMEER,KLSZ01,KALLANG,KL,CENTRAL REGION,CR
7319,Aft Allenby Rd,1.310388333,103.8587067,6,LAVENDER,KLSZ06,KALLANG,KL,CENTRAL REGION,CR
7329,Hoa Nam Bldg,1.312844726,103.8598909,6,LAVENDER,KLSZ06,KALLANG,KL,CENTRAL REGION,CR
7331,Aft King George's Ave,1.308249945,103.8589096,6,LAVENDER,KLSZ06,KALLANG,KL,CENTRAL REGION,CR
7351,ARC 380,1.313518333,103.8605453,6,LAVENDER,KLSZ06,KALLANG,KL,CENTRAL REGION,CR
7359,OPP ARC 380,1.313682531,103.8607145,8,KALLANG BAHRU,KLSZ08,KALLANG,KL,CENTRAL REGION,CR
7361,Bef Kallang Bahru,1.311676361,103.8618948,6,LAVENDER,KLSZ06,KALLANG,KL,CENTRAL REGION,CR
7369,Aft Kallang Bahru,1.311408056,103.8623789,8,KALLANG BAHRU,KLSZ08,KALLANG,KL,CENTRAL REGION,CR
7371,Aft Kallang Rd,1.3095075,103.8635014,6,LAVENDER,KLSZ06,KALLANG,KL,CENTRAL REGION,CR
7379,Bef Kallang Rd,1.310173367,103.8633823,8,KALLANG BAHRU,KLSZ08,KALLANG,KL,CENTRAL REGION,CR
7419,Opp Veerasamy Rd,1.306530241,103.856163,3,SUNGEI ROAD,RCSZ03,ROCHOR,RC,CENTRAL REGION,CR
7517,IBIS S'PORE ON BENCOOLEN,1.301452162,103.8524778,9,BENCOOLEN,RCSZ09,ROCHOR,RC,CENTRAL REGION,CR
7518,OPP NAFA CAMPUS 3,1.300958284,103.8521118,10,VICTORIA,RCSZ10,ROCHOR,RC,CENTRAL REGION,CR
7529,JLN BESAR STN EXIT A,1.304319063,103.8550156,3,SUNGEI ROAD,RCSZ03,ROCHOR,RC,CENTRAL REGION,CR
7531,Rochor Stn,1.303656444,103.8525732,9,BENCOOLEN,RCSZ09,ROCHOR,RC,CENTRAL REGION,CR
7539,Opp Rochor Stn,1.304613007,103.852001,2,LITTLE INDIA,RCSZ02,ROCHOR,RC,CENTRAL REGION,CR
7551,Fu Lu Shou Cplx,1.301719758,103.8546132,10,VICTORIA,RCSZ10,ROCHOR,RC,CENTRAL REGION,CR
7561,Bef Waterloo St,1.299454465,103.8526798,10,VICTORIA,RCSZ10,ROCHOR,RC,CENTRAL REGION,CR
7569,Aft Waterloo St,1.299495313,103.853014,10,VICTORIA,RCSZ10,ROCHOR,RC,CENTRAL REGION,CR
7571,SUNSHINE PLAZA,1.300634446,103.8511401,9,BENCOOLEN,RCSZ09,ROCHOR,RC,CENTRAL REGION,CR
7589,Opp Rochor Ctr,1.303206098,103.8555,4,ROCHOR CANAL,RCSZ04,ROCHOR,RC,CENTRAL REGION,CR
8011,Opp Haw Par Glass Twr,1.29706985,103.8436103,1,DHOBY GHAUT,MUSZ01,MUSEUM,MU,CENTRAL REGION,CR
8019,Aft Haw Par Glass Twr,1.296246337,103.8440701,2,FORT CANNING,MUSZ02,MUSEUM,MU,CENTRAL REGION,CR
8031,Dhoby Ghaut Stn,1.298311538,103.845257,1,DHOBY GHAUT,MUSZ01,MUSEUM,MU,CENTRAL REGION,CR
