"","ORIGIN_SUB_C","ORIGIN_SUB_N","DESTINATION_SUB_C","DESTINATION_SUB_N","TOTAL_TRIPS"
"21938","RCSZ04","ROCHOR CANAL","BMSZ05","SINGAPORE GENERAL HOSPITAL",66
"22021","RCSZ05","KAMPONG GLAM","BMSZ05","SINGAPORE GENERAL HOSPITAL",407
"22227","RCSZ09","BENCOOLEN","BMSZ05","SINGAPORE GENERAL HOSPITAL",12
"22390","RCSZ10","VICTORIA","BMSZ05","SINGAPORE GENERAL HOSPITAL",562
"22901","SBSZ03","SEMBAWANG CENTRAL","BMSZ05","SINGAPORE GENERAL HOSPITAL",1874
"23196","SESZ02","RIVERVALE","BMSZ05","SINGAPORE GENERAL HOSPITAL",180
"23344","SESZ03","SENGKANG TOWN CENTRE","BMSZ05","SINGAPORE GENERAL HOSPITAL",669
"23499","SESZ04","ANCHORVALE","BMSZ05","SINGAPORE GENERAL HOSPITAL",61
"23629","SESZ05","COMPASSVALE","BMSZ05","SINGAPORE GENERAL HOSPITAL",555
"23779","SESZ06","FERNVALE","BMSZ05","SINGAPORE GENERAL HOSPITAL",106
"24217","SGSZ05","LORONG CHUAN","BMSZ05","SINGAPORE GENERAL HOSPITAL",9
"24367","SGSZ06","SERANGOON CENTRAL","BMSZ05","SINGAPORE GENERAL HOSPITAL",673
"24696","SKSZ02","TURF CLUB","BMSZ05","SINGAPORE GENERAL HOSPITAL",3049
"24832","SKSZ03","GALI BATU","BMSZ05","SINGAPORE GENERAL HOSPITAL",2409
"25078","SRSZ02","CLARKE QUAY","BMSZ05","SINGAPORE GENERAL HOSPITAL",10
"25242","SRSZ03","BOAT QUAY","BMSZ05","SINGAPORE GENERAL HOSPITAL",330
"25303","SVSZ01","STRAITS VIEW","BMSZ05","SINGAPORE GENERAL HOSPITAL",1181
"25486","TMSZ02","TAMPINES EAST","BMSZ05","SINGAPORE GENERAL HOSPITAL",3471
"25662","TMSZ03","TAMPINES WEST","BMSZ05","SINGAPORE GENERAL HOSPITAL",130
"25820","TMSZ04","SIMEI","BMSZ05","SINGAPORE GENERAL HOSPITAL",1693
"25966","TMSZ05","XILIN","BMSZ05","SINGAPORE GENERAL HOSPITAL",12
"26092","TNSZ01","NASSIM","BMSZ05","SINGAPORE GENERAL HOSPITAL",25
"26364","TNSZ03","RIDOUT","BMSZ05","SINGAPORE GENERAL HOSPITAL",627
"26453","TNSZ04","TYERSALL","BMSZ05","SINGAPORE GENERAL HOSPITAL",2075
"26620","TPSZ01","TOA PAYOH WEST","BMSZ05","SINGAPORE GENERAL HOSPITAL",1285
"26796","TPSZ02","TOA PAYOH CENTRAL","BMSZ05","SINGAPORE GENERAL HOSPITAL",1355
"27335","TPSZ09","POTONG PASIR","BMSZ05","SINGAPORE GENERAL HOSPITAL",191
"27472","TPSZ10","BIDADARI","BMSZ05","SINGAPORE GENERAL HOSPITAL",98
"27681","TPSZ12","JOO SENG","BMSZ05","SINGAPORE GENERAL HOSPITAL",516
"27836","TSSZ02","TUAS PROMENADE","BMSZ05","SINGAPORE GENERAL HOSPITAL",76
"27956","TSSZ03","TUAS NORTH","BMSZ05","SINGAPORE GENERAL HOSPITAL",83
"28124","WDSZ01","WOODLANDS REGIONAL CENTRE","BMSZ05","SINGAPORE GENERAL HOSPITAL",3158
"28341","WDSZ03","WOODLANDS EAST","BMSZ05","SINGAPORE GENERAL HOSPITAL",1761
"28497","WDSZ05","WOODGROVE","BMSZ05","SINGAPORE GENERAL HOSPITAL",649
"28586","WDSZ06","WOODLANDS WEST","BMSZ05","SINGAPORE GENERAL HOSPITAL",1417
"28823","YSSZ01","YISHUN CENTRAL","BMSZ05","SINGAPORE GENERAL HOSPITAL",2827
"29005","YSSZ04","YISHUN SOUTH","BMSZ05","SINGAPORE GENERAL HOSPITAL",1100
"29252","YSSZ08","KHATIB","BMSZ05","SINGAPORE GENERAL HOSPITAL",1340
"29392","YSSZ09","YISHUN WEST","BMSZ05","SINGAPORE GENERAL HOSPITAL",2329
"322","AMSZ03","CHONG BOON","BMSZ06","ALEXANDRA NORTH",1034
"433","AMSZ04","TOWNSVILLE","BMSZ06","ALEXANDRA NORTH",110
"549","AMSZ05","SHANGRI-LA","BMSZ06","ALEXANDRA NORTH",1496
"2741","BKSZ05","HILLVIEW","BMSZ06","ALEXANDRA NORTH",1232
"3465","BMSZ02","BUKIT MERAH","BMSZ06","ALEXANDRA NORTH",1595
"3616","BMSZ03","REDHILL","BMSZ06","ALEXANDRA NORTH",11
"4133","BMSZ06","ALEXANDRA NORTH","BMSZ06","ALEXANDRA NORTH",13662
"4189","BMSZ07","ALEXANDRA HILL","BMSZ06","ALEXANDRA NORTH",9328
"4560","BMSZ10","TIONG BAHRU","BMSZ06","ALEXANDRA NORTH",66
"5808","BPSZ05","JELEBU","BMSZ06","ALEXANDRA NORTH",583
"5975","BPSZ06","DAIRY FARM","BMSZ06","ALEXANDRA NORTH",374
"6278","BSSZ01","UPPER THOMSON","BMSZ06","ALEXANDRA NORTH",2596
"6754","BTSZ01","ANAK BUKIT","BMSZ06","ALEXANDRA NORTH",1452
"6924","BTSZ02","SWISS CLUB","BMSZ06","ALEXANDRA NORTH",1892
"7318","BTSZ06","CORONATION ROAD","BMSZ06","ALEXANDRA NORTH",550
"7486","BTSZ07","LEEDON PARK","BMSZ06","ALEXANDRA NORTH",1914
"9003","CLSZ06","CLEMENTI CENTRAL","BMSZ06","ALEXANDRA NORTH",209
"9154","CLSZ07","CLEMENTI WOODS","BMSZ06","ALEXANDRA NORTH",319
"9524","DTSZ02","CITY HALL","BMSZ06","ALEXANDRA NORTH",297
"9720","DTSZ03","MARINA CENTRE","BMSZ06","ALEXANDRA NORTH",264
"11694","HGSZ01","HOUGANG CENTRAL","BMSZ06","ALEXANDRA NORTH",11
"11874","HGSZ02","KANGKAR","BMSZ06","ALEXANDRA NORTH",88
"12250","HGSZ06","KOVAN","BMSZ06","ALEXANDRA NORTH",242
"13062","JESZ05","JURONG GATEWAY","BMSZ06","ALEXANDRA NORTH",33
"13332","JESZ08","TEBAN GARDENS","BMSZ06","ALEXANDRA NORTH",242
"15921","MUSZ01","DHOBY GHAUT","BMSZ06","ALEXANDRA NORTH",9295
"16195","MUSZ03","BRAS BASAH","BMSZ06","ALEXANDRA NORTH",1650
"16409","NTSZ02","GOODWOOD PARK","BMSZ06","ALEXANDRA NORTH",209
"16699","NVSZ01","BALESTIER","BMSZ06","ALEXANDRA NORTH",847
"17011","NVSZ03","MALCOLM","BMSZ06","ALEXANDRA NORTH",4543
"17358","ORSZ02","BOULEVARD","BMSZ06","ALEXANDRA NORTH",9086
"17552","ORSZ03","SOMERSET","BMSZ06","ALEXANDRA NORTH",3036
"19806","QTSZ02","HOLLAND DRIVE","BMSZ06","ALEXANDRA NORTH",7249
"19936","QTSZ03","COMMONWEALTH","BMSZ06","ALEXANDRA NORTH",17985
"20102","QTSZ04","TANGLIN HALT","BMSZ06","ALEXANDRA NORTH",3476
"20212","QTSZ05","MARGARET DRIVE","BMSZ06","ALEXANDRA NORTH",49346
"20469","QTSZ07","QUEENSWAY","BMSZ06","ALEXANDRA NORTH",770
"21139","QTSZ12","KENT RIDGE","BMSZ06","ALEXANDRA NORTH",44
"21211","QTSZ13","PASIR PANJANG 1","BMSZ06","ALEXANDRA NORTH",1067
"21368","QTSZ14","PASIR PANJANG 2","BMSZ06","ALEXANDRA NORTH",319
"22568","RVSZ01","ONE TREE HILL","BMSZ06","ALEXANDRA NORTH",6688
"22651","RVSZ02","PATERSON","BMSZ06","ALEXANDRA NORTH",15114
"24095","SGSZ04","SERANGOON GARDEN","BMSZ06","ALEXANDRA NORTH",792
"26093","TNSZ01","NASSIM","BMSZ06","ALEXANDRA NORTH",2959
"26262","TNSZ02","CHATSWORTH","BMSZ06","ALEXANDRA NORTH",3938
"26365","TNSZ03","RIDOUT","BMSZ06","ALEXANDRA NORTH",2585
"26454","TNSZ04","TYERSALL","BMSZ06","ALEXANDRA NORTH",4675
"26621","TPSZ01","TOA PAYOH WEST","BMSZ06","ALEXANDRA NORTH",264
"26797","TPSZ02","TOA PAYOH CENTRAL","BMSZ06","ALEXANDRA NORTH",957
"676","AMSZ07","SEMBAWANG HILLS","BMSZ07","ALEXANDRA HILL",5214
"817","AMSZ09","YIO CHU KANG WEST","BMSZ07","ALEXANDRA HILL",2684
"1049","AMSZ11","YIO CHU KANG NORTH","BMSZ07","ALEXANDRA HILL",572
"1182","BDSZ01","KAKI BUKIT","BMSZ07","ALEXANDRA HILL",913
"1493","BDSZ03","KEMBANGAN","BMSZ07","ALEXANDRA HILL",77
"1643","BDSZ04","BEDOK NORTH","BMSZ07","ALEXANDRA HILL",627
"1831","BDSZ05","FRANKEL","BMSZ07","ALEXANDRA HILL",814
"1976","BDSZ06","BEDOK SOUTH","BMSZ07","ALEXANDRA HILL",66
"2127","BDSZ07","SIGLAP","BMSZ07","ALEXANDRA HILL",385
"2232","BDSZ08","BAYSHORE","BMSZ07","ALEXANDRA HILL",616
"2883","BKSZ07","BUKIT BATOK CENTRAL","BMSZ07","ALEXANDRA HILL",671
"3037","BKSZ08","BUKIT BATOK EAST","BMSZ07","ALEXANDRA HILL",297
"3274","BMSZ01","MARITIME SQUARE","BMSZ07","ALEXANDRA HILL",5863
"3466","BMSZ02","BUKIT MERAH","BMSZ07","ALEXANDRA HILL",74591
"3617","BMSZ03","REDHILL","BMSZ07","ALEXANDRA HILL",227271
"3787","BMSZ04","TIONG BAHRU STATION","BMSZ07","ALEXANDRA HILL",40689
"3968","BMSZ05","SINGAPORE GENERAL HOSPITAL","BMSZ07","ALEXANDRA HILL",1408
"4134","BMSZ06","ALEXANDRA NORTH","BMSZ07","ALEXANDRA HILL",836
"4190","BMSZ07","ALEXANDRA HILL","BMSZ07","ALEXANDRA HILL",154649
"4330","BMSZ08","HENDERSON HILL","BMSZ07","ALEXANDRA HILL",44836
"4455","BMSZ09","BUKIT HO SWEE","BMSZ07","ALEXANDRA HILL",33583
"4561","BMSZ10","TIONG BAHRU","BMSZ07","ALEXANDRA HILL",13629
"4652","BMSZ11","KAMPONG TIONG BAHRU","BMSZ07","ALEXANDRA HILL",48367
"4809","BMSZ13","TELOK BLANGAH DRIVE","BMSZ07","ALEXANDRA HILL",8129
"4901","BMSZ14","TELOK BLANGAH WAY","BMSZ07","ALEXANDRA HILL",4136
"4978","BMSZ15","TELOK BLANGAH RISE","BMSZ07","ALEXANDRA HILL",3410
"5058","BMSZ16","EVERTON PARK","BMSZ07","ALEXANDRA HILL",19756
"5191","BMSZ17","CITY TERMINALS","BMSZ07","ALEXANDRA HILL",374
"5288","BPSZ01","SENJA","BMSZ07","ALEXANDRA HILL",4356
"5809","BPSZ05","JELEBU","BMSZ07","ALEXANDRA HILL",9559
"5976","BPSZ06","DAIRY FARM","BMSZ07","ALEXANDRA HILL",363
"6129","BPSZ07","NATURE RESERVE","BMSZ07","ALEXANDRA HILL",3135
"6279","BSSZ01","UPPER THOMSON","BMSZ07","ALEXANDRA HILL",9042
"6755","BTSZ01","ANAK BUKIT","BMSZ07","ALEXANDRA HILL",671
"6925","BTSZ02","SWISS CLUB","BMSZ07","ALEXANDRA HILL",4917
"7049","BTSZ03","HOLLAND ROAD","BMSZ07","ALEXANDRA HILL",1067
"7226","BTSZ05","HILLCREST","BMSZ07","ALEXANDRA HILL",6336
"7487","BTSZ07","LEEDON PARK","BMSZ07","ALEXANDRA HILL",946
"7793","CCSZ01","CENTRAL WATER CATCHMENT","BMSZ07","ALEXANDRA HILL",5016
"8696","CLSZ03","FABER","BMSZ07","ALEXANDRA HILL",2618
"8777","CLSZ04","CLEMENTI NORTH","BMSZ07","ALEXANDRA HILL",8558
"9004","CLSZ06","CLEMENTI CENTRAL","BMSZ07","ALEXANDRA HILL",19811
"9155","CLSZ07","CLEMENTI WOODS","BMSZ07","ALEXANDRA HILL",3542
"9337","DTSZ01","BUGIS","BMSZ07","ALEXANDRA HILL",2123
"9525","DTSZ02","CITY HALL","BMSZ07","ALEXANDRA HILL",3300
"9721","DTSZ03","MARINA CENTRE","BMSZ07","ALEXANDRA HILL",209
"10027","DTSZ06","CLIFFORD PIER","BMSZ07","ALEXANDRA HILL",220
"10118","DTSZ07","MAXWELL","BMSZ07","ALEXANDRA HILL",33
"10140","DTSZ08","CECIL","BMSZ07","ALEXANDRA HILL",737
"10279","DTSZ09","TANJONG PAGAR","BMSZ07","ALEXANDRA HILL",55
"10417","DTSZ10","ANSON","BMSZ07","ALEXANDRA HILL",275
"10507","DTSZ11","CENTRAL SUBZONE","BMSZ07","ALEXANDRA HILL",1122
"10814","GLSZ01","KALLANG WAY","BMSZ07","ALEXANDRA HILL",968
"10934","GLSZ02","MACPHERSON","BMSZ07","ALEXANDRA HILL",803
"11111","GLSZ03","KAMPONG UBI","BMSZ07","ALEXANDRA HILL",594
"11298","GLSZ04","ALJUNIED","BMSZ07","ALEXANDRA HILL",6292
"11502","GLSZ05","GEYLANG EAST","BMSZ07","ALEXANDRA HILL",3003
"11695","HGSZ01","HOUGANG CENTRAL","BMSZ07","ALEXANDRA HILL",770
"11875","HGSZ02","KANGKAR","BMSZ07","ALEXANDRA HILL",682
"11969","HGSZ03","HOUGANG EAST","BMSZ07","ALEXANDRA HILL",341
"12060","HGSZ04","HOUGANG WEST","BMSZ07","ALEXANDRA HILL",1056
"12251","HGSZ06","KOVAN","BMSZ07","ALEXANDRA HILL",880
"12410","HGSZ07","LORONG AH SOO","BMSZ07","ALEXANDRA HILL",1991
"12577","HGSZ09","DEFU INDUSTRIAL PARK","BMSZ07","ALEXANDRA HILL",341
"12656","JESZ01","YUHUA WEST","BMSZ07","ALEXANDRA HILL",3817
"12746","JESZ02","YUHUA EAST","BMSZ07","ALEXANDRA HILL",2156
"13063","JESZ05","JURONG GATEWAY","BMSZ07","ALEXANDRA HILL",19327
"13236","JESZ06","INTERNATIONAL BUSINESS PARK","BMSZ07","ALEXANDRA HILL",6666
"13462","JWSZ02","BOON LAY PLACE","BMSZ07","ALEXANDRA HILL",2640
"13544","JWSZ03","HONG KAH","BMSZ07","ALEXANDRA HILL",7238
"13876","JWSZ09","JURONG WEST CENTRAL","BMSZ07","ALEXANDRA HILL",1210
"14051","KLSZ01","BENDEMEER","BMSZ07","ALEXANDRA HILL",2772
"14229","KLSZ02","GEYLANG BAHRU","BMSZ07","ALEXANDRA HILL",957
"14399","KLSZ03","BOON KENG","BMSZ07","ALEXANDRA HILL",693
"14558","KLSZ04","KAMPONG BUGIS","BMSZ07","ALEXANDRA HILL",2123
"14700","KLSZ05","TANJONG RHU","BMSZ07","ALEXANDRA HILL",2508
"14849","KLSZ06","LAVENDER","BMSZ07","ALEXANDRA HILL",3839
"15189","KLSZ08","KALLANG BAHRU","BMSZ07","ALEXANDRA HILL",2541
"15355","KLSZ09","CRAWFORD","BMSZ07","ALEXANDRA HILL",2761
"15591","MPSZ01","MOUNTBATTEN","BMSZ07","ALEXANDRA HILL",594
"15690","MPSZ02","KATONG","BMSZ07","ALEXANDRA HILL",605
"15782","MPSZ03","MARINE PARADE","BMSZ07","ALEXANDRA HILL",3091
"15922","MUSZ01","DHOBY GHAUT","BMSZ07","ALEXANDRA HILL",1188
"16099","MUSZ02","FORT CANNING","BMSZ07","ALEXANDRA HILL",253
"16196","MUSZ03","BRAS BASAH","BMSZ07","ALEXANDRA HILL",2145
"16700","NVSZ01","BALESTIER","BMSZ07","ALEXANDRA HILL",8547
"17012","NVSZ03","MALCOLM","BMSZ07","ALEXANDRA HILL",10274
"17136","NVSZ04","DUNEARN","BMSZ07","ALEXANDRA HILL",2761
"17241","NVSZ05","MOUNT PLEASANT","BMSZ07","ALEXANDRA HILL",440
"17359","ORSZ02","BOULEVARD","BMSZ07","ALEXANDRA HILL",11
"17553","ORSZ03","SOMERSET","BMSZ07","ALEXANDRA HILL",6842
"17731","OTSZ01","PEARL'S HILL","BMSZ07","ALEXANDRA HILL",6985
"18012","OTSZ03","CHINATOWN","BMSZ07","ALEXANDRA HILL",59598
"18174","OTSZ04","CHINA SQUARE","BMSZ07","ALEXANDRA HILL",17204
"19729","QTSZ01","GHIM MOH","BMSZ07","ALEXANDRA HILL",12155
"19807","QTSZ02","HOLLAND DRIVE","BMSZ07","ALEXANDRA HILL",26917
"19937","QTSZ03","COMMONWEALTH","BMSZ07","ALEXANDRA HILL",220374
"20103","QTSZ04","TANGLIN HALT","BMSZ07","ALEXANDRA HILL",4488
"20213","QTSZ05","MARGARET DRIVE","BMSZ07","ALEXANDRA HILL",53119
"20312","QTSZ06","MEI CHIN","BMSZ07","ALEXANDRA HILL",87208
"20470","QTSZ07","QUEENSWAY","BMSZ07","ALEXANDRA HILL",7953
"20573","QTSZ08","ONE NORTH","BMSZ07","ALEXANDRA HILL",19976
"20739","QTSZ09","SINGAPORE POLYTECHNIC","BMSZ07","ALEXANDRA HILL",3267
"20901","QTSZ10","DOVER","BMSZ07","ALEXANDRA HILL",1925
"21801","RCSZ03","SUNGEI ROAD","BMSZ07","ALEXANDRA HILL",5181
"22022","RCSZ05","KAMPONG GLAM","BMSZ07","ALEXANDRA HILL",792
"22228","RCSZ09","BENCOOLEN","BMSZ07","ALEXANDRA HILL",1892
"22391","RCSZ10","VICTORIA","BMSZ07","ALEXANDRA HILL",2530
"22569","RVSZ01","ONE TREE HILL","BMSZ07","ALEXANDRA HILL",2695
"22652","RVSZ02","PATERSON","BMSZ07","ALEXANDRA HILL",22341
"22711","RVSZ03","LEONIE HILL","BMSZ07","ALEXANDRA HILL",891
"22788","RVSZ05","INSTITUTION HILL","BMSZ07","ALEXANDRA HILL",7997
"24368","SGSZ06","SERANGOON CENTRAL","BMSZ07","ALEXANDRA HILL",66
"24547","SGSZ07","UPPER PAYA LEBAR","BMSZ07","ALEXANDRA HILL",902
"24697","SKSZ02","TURF CLUB","BMSZ07","ALEXANDRA HILL",1210
"24833","SKSZ03","GALI BATU","BMSZ07","ALEXANDRA HILL",946
"24979","SRSZ01","ROBERTSON QUAY","BMSZ07","ALEXANDRA HILL",5775
"25079","SRSZ02","CLARKE QUAY","BMSZ07","ALEXANDRA HILL",660
"25243","SRSZ03","BOAT QUAY","BMSZ07","ALEXANDRA HILL",1947
"26094","TNSZ01","NASSIM","BMSZ07","ALEXANDRA HILL",341
"26263","TNSZ02","CHATSWORTH","BMSZ07","ALEXANDRA HILL",17215
"26366","TNSZ03","RIDOUT","BMSZ07","ALEXANDRA HILL",2420
"26455","TNSZ04","TYERSALL","BMSZ07","ALEXANDRA HILL",73238
"26622","TPSZ01","TOA PAYOH WEST","BMSZ07","ALEXANDRA HILL",429
"26798","TPSZ02","TOA PAYOH CENTRAL","BMSZ07","ALEXANDRA HILL",11924
"27003","TPSZ03","BRADDELL","BMSZ07","ALEXANDRA HILL",2475
"27073","TPSZ04","BOON TECK","BMSZ07","ALEXANDRA HILL",2541
"27145","TPSZ05","LORONG 8 TOA PAYOH","BMSZ07","ALEXANDRA HILL",7128
"27284","TPSZ08","WOODLEIGH","BMSZ07","ALEXANDRA HILL",374
"27473","TPSZ10","BIDADARI","BMSZ07","ALEXANDRA HILL",484
"27605","TPSZ11","SENNETT","BMSZ07","ALEXANDRA HILL",352
"27682","TPSZ12","JOO SENG","BMSZ07","ALEXANDRA HILL",396
"28125","WDSZ01","WOODLANDS REGIONAL CENTRE","BMSZ07","ALEXANDRA HILL",2453
"28498","WDSZ05","WOODGROVE","BMSZ07","ALEXANDRA HILL",1078
"28824","YSSZ01","YISHUN CENTRAL","BMSZ07","ALEXANDRA HILL",13871
"29006","YSSZ04","YISHUN SOUTH","BMSZ07","ALEXANDRA HILL",8514
"29103","YSSZ05","LOWER SELETAR","BMSZ07","ALEXANDRA HILL",121
"47","AMSZ01","ANG MO KIO TOWN CENTRE","BMSZ08","HENDERSON HILL",44
"323","AMSZ03","CHONG BOON","BMSZ08","HENDERSON HILL",935
"434","AMSZ04","TOWNSVILLE","BMSZ08","HENDERSON HILL",429
"550","AMSZ05","SHANGRI-LA","BMSZ08","HENDERSON HILL",1331
"677","AMSZ07","SEMBAWANG HILLS","BMSZ08","HENDERSON HILL",231
"818","AMSZ09","YIO CHU KANG WEST","BMSZ08","HENDERSON HILL",418
"892","AMSZ10","YIO CHU KANG","BMSZ08","HENDERSON HILL",33
"1050","AMSZ11","YIO CHU KANG NORTH","BMSZ08","HENDERSON HILL",187
"1183","BDSZ01","KAKI BUKIT","BMSZ08","HENDERSON HILL",781
"1494","BDSZ03","KEMBANGAN","BMSZ08","HENDERSON HILL",110
"1644","BDSZ04","BEDOK NORTH","BMSZ08","HENDERSON HILL",297
"1832","BDSZ05","FRANKEL","BMSZ08","HENDERSON HILL",132
"1977","BDSZ06","BEDOK SOUTH","BMSZ08","HENDERSON HILL",11
"3275","BMSZ01","MARITIME SQUARE","BMSZ08","HENDERSON HILL",9592
"3467","BMSZ02","BUKIT MERAH","BMSZ08","HENDERSON HILL",25751
"3618","BMSZ03","REDHILL","BMSZ08","HENDERSON HILL",104698
"3788","BMSZ04","TIONG BAHRU STATION","BMSZ08","HENDERSON HILL",122595
"3969","BMSZ05","SINGAPORE GENERAL HOSPITAL","BMSZ08","HENDERSON HILL",7106
"4135","BMSZ06","ALEXANDRA NORTH","BMSZ08","HENDERSON HILL",1771
"4191","BMSZ07","ALEXANDRA HILL","BMSZ08","HENDERSON HILL",38830
"4331","BMSZ08","HENDERSON HILL","BMSZ08","HENDERSON HILL",44209
"4456","BMSZ09","BUKIT HO SWEE","BMSZ08","HENDERSON HILL",16951
"4562","BMSZ10","TIONG BAHRU","BMSZ08","HENDERSON HILL",23848
"4653","BMSZ11","KAMPONG TIONG BAHRU","BMSZ08","HENDERSON HILL",26587
"4748","BMSZ12","DEPOT ROAD","BMSZ08","HENDERSON HILL",11924
"4810","BMSZ13","TELOK BLANGAH DRIVE","BMSZ08","HENDERSON HILL",22121
"4902","BMSZ14","TELOK BLANGAH WAY","BMSZ08","HENDERSON HILL",16060
"4979","BMSZ15","TELOK BLANGAH RISE","BMSZ08","HENDERSON HILL",20361
"5059","BMSZ16","EVERTON PARK","BMSZ08","HENDERSON HILL",957
"5192","BMSZ17","CITY TERMINALS","BMSZ08","HENDERSON HILL",33
"5289","BPSZ01","SENJA","BMSZ08","HENDERSON HILL",902
"5810","BPSZ05","JELEBU","BMSZ08","HENDERSON HILL",2651
"5977","BPSZ06","DAIRY FARM","BMSZ08","HENDERSON HILL",110
"6130","BPSZ07","NATURE RESERVE","BMSZ08","HENDERSON HILL",1749
"6280","BSSZ01","UPPER THOMSON","BMSZ08","HENDERSON HILL",2948
"6453","BSSZ02","MARYMOUNT","BMSZ08","HENDERSON HILL",297
"6926","BTSZ02","SWISS CLUB","BMSZ08","HENDERSON HILL",957
"7227","BTSZ05","HILLCREST","BMSZ08","HENDERSON HILL",1265
"7794","CCSZ01","CENTRAL WATER CATCHMENT","BMSZ08","HENDERSON HILL",88
"8697","CLSZ03","FABER","BMSZ08","HENDERSON HILL",495
"8778","CLSZ04","CLEMENTI NORTH","BMSZ08","HENDERSON HILL",2706
"9005","CLSZ06","CLEMENTI CENTRAL","BMSZ08","HENDERSON HILL",6105
"9156","CLSZ07","CLEMENTI WOODS","BMSZ08","HENDERSON HILL",1771
"9264","CLSZ08","CLEMENTI WEST","BMSZ08","HENDERSON HILL",66
"9338","DTSZ01","BUGIS","BMSZ08","HENDERSON HILL",1221
"9526","DTSZ02","CITY HALL","BMSZ08","HENDERSON HILL",1034
"9722","DTSZ03","MARINA CENTRE","BMSZ08","HENDERSON HILL",33
"10119","DTSZ07","MAXWELL","BMSZ08","HENDERSON HILL",99
"10141","DTSZ08","CECIL","BMSZ08","HENDERSON HILL",77
"10280","DTSZ09","TANJONG PAGAR","BMSZ08","HENDERSON HILL",583
"10418","DTSZ10","ANSON","BMSZ08","HENDERSON HILL",1320
"10508","DTSZ11","CENTRAL SUBZONE","BMSZ08","HENDERSON HILL",66
"10815","GLSZ01","KALLANG WAY","BMSZ08","HENDERSON HILL",473
"10935","GLSZ02","MACPHERSON","BMSZ08","HENDERSON HILL",220
"11112","GLSZ03","KAMPONG UBI","BMSZ08","HENDERSON HILL",55
"11299","GLSZ04","ALJUNIED","BMSZ08","HENDERSON HILL",2541
"11503","GLSZ05","GEYLANG EAST","BMSZ08","HENDERSON HILL",946
"11696","HGSZ01","HOUGANG CENTRAL","BMSZ08","HENDERSON HILL",154
"11876","HGSZ02","KANGKAR","BMSZ08","HENDERSON HILL",308
"12252","HGSZ06","KOVAN","BMSZ08","HENDERSON HILL",110
"12578","HGSZ09","DEFU INDUSTRIAL PARK","BMSZ08","HENDERSON HILL",55
"13064","JESZ05","JURONG GATEWAY","BMSZ08","HENDERSON HILL",4521
"13237","JESZ06","INTERNATIONAL BUSINESS PARK","BMSZ08","HENDERSON HILL",1562
"14052","KLSZ01","BENDEMEER","BMSZ08","HENDERSON HILL",979
"14230","KLSZ02","GEYLANG BAHRU","BMSZ08","HENDERSON HILL",44
"14559","KLSZ04","KAMPONG BUGIS","BMSZ08","HENDERSON HILL",462
"14701","KLSZ05","TANJONG RHU","BMSZ08","HENDERSON HILL",44
"14850","KLSZ06","LAVENDER","BMSZ08","HENDERSON HILL",1056
"15033","KLSZ07","KAMPONG JAVA","BMSZ08","HENDERSON HILL",572
"15190","KLSZ08","KALLANG BAHRU","BMSZ08","HENDERSON HILL",451
"15356","KLSZ09","CRAWFORD","BMSZ08","HENDERSON HILL",1133
"15592","MPSZ01","MOUNTBATTEN","BMSZ08","HENDERSON HILL",22
"15691","MPSZ02","KATONG","BMSZ08","HENDERSON HILL",627
"15783","MPSZ03","MARINE PARADE","BMSZ08","HENDERSON HILL",198
"15923","MUSZ01","DHOBY GHAUT","BMSZ08","HENDERSON HILL",88
"16100","MUSZ02","FORT CANNING","BMSZ08","HENDERSON HILL",319
"16197","MUSZ03","BRAS BASAH","BMSZ08","HENDERSON HILL",770
"16410","NTSZ02","GOODWOOD PARK","BMSZ08","HENDERSON HILL",231
"16701","NVSZ01","BALESTIER","BMSZ08","HENDERSON HILL",2266
"16841","NVSZ02","MOULMEIN","BMSZ08","HENDERSON HILL",99
"17013","NVSZ03","MALCOLM","BMSZ08","HENDERSON HILL",3586
"17137","NVSZ04","DUNEARN","BMSZ08","HENDERSON HILL",77
"17360","ORSZ02","BOULEVARD","BMSZ08","HENDERSON HILL",5775
"17554","ORSZ03","SOMERSET","BMSZ08","HENDERSON HILL",649
"17732","OTSZ01","PEARL'S HILL","BMSZ08","HENDERSON HILL",11231
"18013","OTSZ03","CHINATOWN","BMSZ08","HENDERSON HILL",12540
"18175","OTSZ04","CHINA SQUARE","BMSZ08","HENDERSON HILL",396
"19730","QTSZ01","GHIM MOH","BMSZ08","HENDERSON HILL",5588
"19808","QTSZ02","HOLLAND DRIVE","BMSZ08","HENDERSON HILL",10593
"19938","QTSZ03","COMMONWEALTH","BMSZ08","HENDERSON HILL",9405
"20214","QTSZ05","MARGARET DRIVE","BMSZ08","HENDERSON HILL",24035
"20313","QTSZ06","MEI CHIN","BMSZ08","HENDERSON HILL",23012
"20471","QTSZ07","QUEENSWAY","BMSZ08","HENDERSON HILL",2178
"20574","QTSZ08","ONE NORTH","BMSZ08","HENDERSON HILL",2926
"20740","QTSZ09","SINGAPORE POLYTECHNIC","BMSZ08","HENDERSON HILL",715
"20902","QTSZ10","DOVER","BMSZ08","HENDERSON HILL",2178
"20990","QTSZ11","NATIONAL UNIVERSITY OF S'PORE","BMSZ08","HENDERSON HILL",11
"21140","QTSZ12","KENT RIDGE","BMSZ08","HENDERSON HILL",594
"21212","QTSZ13","PASIR PANJANG 1","BMSZ08","HENDERSON HILL",242
