"","ORIGIN_SUB_C","ORIGIN_SUB_N","DESTINATION_SUB_C","DESTINATION_SUB_N","TOTAL_TRIPS"
"28122","WDSZ01","WOODLANDS REGIONAL CENTRE","BMSZ03","REDHILL",5111
"28339","WDSZ03","WOODLANDS EAST","BMSZ03","REDHILL",3732
"28495","WDSZ05","WOODGROVE","BMSZ03","REDHILL",550
"28584","WDSZ06","WOODLANDS WEST","BMSZ03","REDHILL",2929
"28821","YSSZ01","YISHUN CENTRAL","BMSZ03","REDHILL",5148
"29003","YSSZ04","YISHUN SOUTH","BMSZ03","REDHILL",1914
"29102","YSSZ05","LOWER SELETAR","BMSZ03","REDHILL",11
"29250","YSSZ08","KHATIB","BMSZ03","REDHILL",1435
"29390","YSSZ09","YISHUN WEST","BMSZ03","REDHILL",2801
"45","AMSZ01","ANG MO KIO TOWN CENTRE","BMSZ04","TIONG BAHRU STATION",99
"180","AMSZ02","CHENG SAN","BMSZ04","TIONG BAHRU STATION",2192
"431","AMSZ04","TOWNSVILLE","BMSZ04","TIONG BAHRU STATION",264
"890","AMSZ10","YIO CHU KANG","BMSZ04","TIONG BAHRU STATION",965
"1180","BDSZ01","KAKI BUKIT","BMSZ04","TIONG BAHRU STATION",1752
"1345","BDSZ02","BEDOK RESERVOIR","BMSZ04","TIONG BAHRU STATION",1583
"1491","BDSZ03","KEMBANGAN","BMSZ04","TIONG BAHRU STATION",1416
"1641","BDSZ04","BEDOK NORTH","BMSZ04","TIONG BAHRU STATION",5503
"1829","BDSZ05","FRANKEL","BMSZ04","TIONG BAHRU STATION",572
"1974","BDSZ06","BEDOK SOUTH","BMSZ04","TIONG BAHRU STATION",1711
"2126","BDSZ07","SIGLAP","BMSZ04","TIONG BAHRU STATION",88
"2231","BDSZ08","BAYSHORE","BMSZ04","TIONG BAHRU STATION",66
"2330","BKSZ01","GOMBAK","BMSZ04","TIONG BAHRU STATION",703
"2597","BKSZ04","GUILIN","BMSZ04","TIONG BAHRU STATION",2477
"2881","BKSZ07","BUKIT BATOK CENTRAL","BMSZ04","TIONG BAHRU STATION",3903
"3272","BMSZ01","MARITIME SQUARE","BMSZ04","TIONG BAHRU STATION",5094
"3463","BMSZ02","BUKIT MERAH","BMSZ04","TIONG BAHRU STATION",35574
"3614","BMSZ03","REDHILL","BMSZ04","TIONG BAHRU STATION",28358
"3785","BMSZ04","TIONG BAHRU STATION","BMSZ04","TIONG BAHRU STATION",158125
"3966","BMSZ05","SINGAPORE GENERAL HOSPITAL","BMSZ04","TIONG BAHRU STATION",5617
"4132","BMSZ06","ALEXANDRA NORTH","BMSZ04","TIONG BAHRU STATION",12672
"4187","BMSZ07","ALEXANDRA HILL","BMSZ04","TIONG BAHRU STATION",41976
"4328","BMSZ08","HENDERSON HILL","BMSZ04","TIONG BAHRU STATION",271678
"4454","BMSZ09","BUKIT HO SWEE","BMSZ04","TIONG BAHRU STATION",55550
"4559","BMSZ10","TIONG BAHRU","BMSZ04","TIONG BAHRU STATION",100331
"4650","BMSZ11","KAMPONG TIONG BAHRU","BMSZ04","TIONG BAHRU STATION",38874
"4747","BMSZ12","DEPOT ROAD","BMSZ04","TIONG BAHRU STATION",25146
"4807","BMSZ13","TELOK BLANGAH DRIVE","BMSZ04","TIONG BAHRU STATION",2024
"4899","BMSZ14","TELOK BLANGAH WAY","BMSZ04","TIONG BAHRU STATION",191048
"4976","BMSZ15","TELOK BLANGAH RISE","BMSZ04","TIONG BAHRU STATION",154979
"5056","BMSZ16","EVERTON PARK","BMSZ04","TIONG BAHRU STATION",638
"5286","BPSZ01","SENJA","BMSZ04","TIONG BAHRU STATION",287
"5419","BPSZ02","SAUJANA","BMSZ04","TIONG BAHRU STATION",192
"5538","BPSZ03","FAJAR","BMSZ04","TIONG BAHRU STATION",34
"5659","BPSZ04","BANGKIT","BMSZ04","TIONG BAHRU STATION",75
"5806","BPSZ05","JELEBU","BMSZ04","TIONG BAHRU STATION",561
"5973","BPSZ06","DAIRY FARM","BMSZ04","TIONG BAHRU STATION",128
"6127","BPSZ07","NATURE RESERVE","BMSZ04","TIONG BAHRU STATION",312
"6276","BSSZ01","UPPER THOMSON","BMSZ04","TIONG BAHRU STATION",253
"6451","BSSZ02","MARYMOUNT","BMSZ04","TIONG BAHRU STATION",220
"6570","BSSZ03","BISHAN EAST","BMSZ04","TIONG BAHRU STATION",1559
"6752","BTSZ01","ANAK BUKIT","BMSZ04","TIONG BAHRU STATION",105
"6922","BTSZ02","SWISS CLUB","BMSZ04","TIONG BAHRU STATION",220
"7047","BTSZ03","HOLLAND ROAD","BMSZ04","TIONG BAHRU STATION",86
"7224","BTSZ05","HILLCREST","BMSZ04","TIONG BAHRU STATION",275
"7316","BTSZ06","CORONATION ROAD","BMSZ04","TIONG BAHRU STATION",66
"7484","BTSZ07","LEEDON PARK","BMSZ04","TIONG BAHRU STATION",80
"7645","BTSZ08","FARRER COURT","BMSZ04","TIONG BAHRU STATION",71
"7914","CHSZ02","CHANGI WEST","BMSZ04","TIONG BAHRU STATION",110
"7978","CHSZ03","CHANGI AIRPORT","BMSZ04","TIONG BAHRU STATION",685
"8122","CKSZ01","TECK WHYE","BMSZ04","TIONG BAHRU STATION",563
"8302","CKSZ03","CHOA CHU KANG CENTRAL","BMSZ04","TIONG BAHRU STATION",4243
"8481","CKSZ06","YEW TEE","BMSZ04","TIONG BAHRU STATION",3694
"8694","CLSZ03","FABER","BMSZ04","TIONG BAHRU STATION",121
"8775","CLSZ04","CLEMENTI NORTH","BMSZ04","TIONG BAHRU STATION",7210
"9001","CLSZ06","CLEMENTI CENTRAL","BMSZ04","TIONG BAHRU STATION",1199
"9152","CLSZ07","CLEMENTI WOODS","BMSZ04","TIONG BAHRU STATION",1496
"9263","CLSZ08","CLEMENTI WEST","BMSZ04","TIONG BAHRU STATION",132
"9335","DTSZ01","BUGIS","BMSZ04","TIONG BAHRU STATION",1657
"9522","DTSZ02","CITY HALL","BMSZ04","TIONG BAHRU STATION",1114
"9718","DTSZ03","MARINA CENTRE","BMSZ04","TIONG BAHRU STATION",416
"9891","DTSZ05","RAFFLES PLACE","BMSZ04","TIONG BAHRU STATION",1099
"10277","DTSZ09","TANJONG PAGAR","BMSZ04","TIONG BAHRU STATION",1714
"10505","DTSZ11","CENTRAL SUBZONE","BMSZ04","TIONG BAHRU STATION",61
"10672","DTSZ12","BAYFRONT SUBZONE","BMSZ04","TIONG BAHRU STATION",235
"10813","GLSZ01","KALLANG WAY","BMSZ04","TIONG BAHRU STATION",143
"10932","GLSZ02","MACPHERSON","BMSZ04","TIONG BAHRU STATION",1206
"11109","GLSZ03","KAMPONG UBI","BMSZ04","TIONG BAHRU STATION",272
"11296","GLSZ04","ALJUNIED","BMSZ04","TIONG BAHRU STATION",5156
"11500","GLSZ05","GEYLANG EAST","BMSZ04","TIONG BAHRU STATION",4177
"11692","HGSZ01","HOUGANG CENTRAL","BMSZ04","TIONG BAHRU STATION",2313
"12248","HGSZ06","KOVAN","BMSZ04","TIONG BAHRU STATION",854
"12908","JESZ04","LAKESIDE","BMSZ04","TIONG BAHRU STATION",2131
"13060","JESZ05","JURONG GATEWAY","BMSZ04","TIONG BAHRU STATION",5991
"13234","JESZ06","INTERNATIONAL BUSINESS PARK","BMSZ04","TIONG BAHRU STATION",374
"13627","JWSZ04","TAMAN JURONG","BMSZ04","TIONG BAHRU STATION",6298
"13874","JWSZ09","JURONG WEST CENTRAL","BMSZ04","TIONG BAHRU STATION",10087
"14049","KLSZ01","BENDEMEER","BMSZ04","TIONG BAHRU STATION",1006
"14227","KLSZ02","GEYLANG BAHRU","BMSZ04","TIONG BAHRU STATION",107
"14397","KLSZ03","BOON KENG","BMSZ04","TIONG BAHRU STATION",1770
"14556","KLSZ04","KAMPONG BUGIS","BMSZ04","TIONG BAHRU STATION",330
"14698","KLSZ05","TANJONG RHU","BMSZ04","TIONG BAHRU STATION",239
"14847","KLSZ06","LAVENDER","BMSZ04","TIONG BAHRU STATION",1953
"15031","KLSZ07","KAMPONG JAVA","BMSZ04","TIONG BAHRU STATION",239
"15188","KLSZ08","KALLANG BAHRU","BMSZ04","TIONG BAHRU STATION",124
"15353","KLSZ09","CRAWFORD","BMSZ04","TIONG BAHRU STATION",990
"15589","MPSZ01","MOUNTBATTEN","BMSZ04","TIONG BAHRU STATION",33
"15688","MPSZ02","KATONG","BMSZ04","TIONG BAHRU STATION",583
"15781","MPSZ03","MARINE PARADE","BMSZ04","TIONG BAHRU STATION",1001
"15919","MUSZ01","DHOBY GHAUT","BMSZ04","TIONG BAHRU STATION",537
"16098","MUSZ02","FORT CANNING","BMSZ04","TIONG BAHRU STATION",286
"16193","MUSZ03","BRAS BASAH","BMSZ04","TIONG BAHRU STATION",312
"16490","NTSZ03","NEWTON CIRCUS","BMSZ04","TIONG BAHRU STATION",2200
"16697","NVSZ01","BALESTIER","BMSZ04","TIONG BAHRU STATION",2354
"16839","NVSZ02","MOULMEIN","BMSZ04","TIONG BAHRU STATION",1638
"17356","ORSZ02","BOULEVARD","BMSZ04","TIONG BAHRU STATION",5512
"17550","ORSZ03","SOMERSET","BMSZ04","TIONG BAHRU STATION",2606
"17730","OTSZ01","PEARL'S HILL","BMSZ04","TIONG BAHRU STATION",13574
"17850","OTSZ02","PEOPLE'S PARK","BMSZ04","TIONG BAHRU STATION",850
"18010","OTSZ03","CHINATOWN","BMSZ04","TIONG BAHRU STATION",9084
"18172","OTSZ04","CHINA SQUARE","BMSZ04","TIONG BAHRU STATION",1907
"18301","PGSZ01","NORTHSHORE","BMSZ04","TIONG BAHRU STATION",6
"18401","PGSZ02","PUNGGOL TOWN CENTRE","BMSZ04","TIONG BAHRU STATION",148
"18529","PGSZ03","MATILDA","BMSZ04","TIONG BAHRU STATION",1699
"18673","PGSZ04","PUNGGOL FIELD","BMSZ04","TIONG BAHRU STATION",525
"18814","PGSZ05","WATERWAY EAST","BMSZ04","TIONG BAHRU STATION",564
"19031","PNSZ01","JOO KOON","BMSZ04","TIONG BAHRU STATION",564
"19159","PNSZ02","GUL CIRCLE","BMSZ04","TIONG BAHRU STATION",49
"19361","PRSZ03","PASIR RIS CENTRAL","BMSZ04","TIONG BAHRU STATION",5021
"19639","PRSZ07","LOYANG EAST","BMSZ04","TIONG BAHRU STATION",22
"19727","QTSZ01","GHIM MOH","BMSZ04","TIONG BAHRU STATION",957
"19804","QTSZ02","HOLLAND DRIVE","BMSZ04","TIONG BAHRU STATION",1078
"19934","QTSZ03","COMMONWEALTH","BMSZ04","TIONG BAHRU STATION",8958
"20100","QTSZ04","TANGLIN HALT","BMSZ04","TIONG BAHRU STATION",55
"20210","QTSZ05","MARGARET DRIVE","BMSZ04","TIONG BAHRU STATION",9053
"20310","QTSZ06","MEI CHIN","BMSZ04","TIONG BAHRU STATION",7234
"20467","QTSZ07","QUEENSWAY","BMSZ04","TIONG BAHRU STATION",759
"20571","QTSZ08","ONE NORTH","BMSZ04","TIONG BAHRU STATION",2091
"20737","QTSZ09","SINGAPORE POLYTECHNIC","BMSZ04","TIONG BAHRU STATION",1552
"20899","QTSZ10","DOVER","BMSZ04","TIONG BAHRU STATION",1507
"20988","QTSZ11","NATIONAL UNIVERSITY OF S'PORE","BMSZ04","TIONG BAHRU STATION",269
"21137","QTSZ12","KENT RIDGE","BMSZ04","TIONG BAHRU STATION",110
"21209","QTSZ13","PASIR PANJANG 1","BMSZ04","TIONG BAHRU STATION",488
"21366","QTSZ14","PASIR PANJANG 2","BMSZ04","TIONG BAHRU STATION",1386
"21474","QTSZ15","PORT","BMSZ04","TIONG BAHRU STATION",110
"21606","RCSZ01","FARRER PARK","BMSZ04","TIONG BAHRU STATION",935
"21747","RCSZ02","LITTLE INDIA","BMSZ04","TIONG BAHRU STATION",55
"21799","RCSZ03","SUNGEI ROAD","BMSZ04","TIONG BAHRU STATION",271
"21937","RCSZ04","ROCHOR CANAL","BMSZ04","TIONG BAHRU STATION",77
"22020","RCSZ05","KAMPONG GLAM","BMSZ04","TIONG BAHRU STATION",33
"22226","RCSZ09","BENCOOLEN","BMSZ04","TIONG BAHRU STATION",154
"22389","RCSZ10","VICTORIA","BMSZ04","TIONG BAHRU STATION",1303
"22650","RVSZ02","PATERSON","BMSZ04","TIONG BAHRU STATION",5027
"22710","RVSZ03","LEONIE HILL","BMSZ04","TIONG BAHRU STATION",1265
"22787","RVSZ05","INSTITUTION HILL","BMSZ04","TIONG BAHRU STATION",9680
"22900","SBSZ03","SEMBAWANG CENTRAL","BMSZ04","TIONG BAHRU STATION",1704
"23195","SESZ02","RIVERVALE","BMSZ04","TIONG BAHRU STATION",560
"23343","SESZ03","SENGKANG TOWN CENTRE","BMSZ04","TIONG BAHRU STATION",1925
"23498","SESZ04","ANCHORVALE","BMSZ04","TIONG BAHRU STATION",167
"23628","SESZ05","COMPASSVALE","BMSZ04","TIONG BAHRU STATION",1190
"23778","SESZ06","FERNVALE","BMSZ04","TIONG BAHRU STATION",583
"24216","SGSZ05","LORONG CHUAN","BMSZ04","TIONG BAHRU STATION",164
"24366","SGSZ06","SERANGOON CENTRAL","BMSZ04","TIONG BAHRU STATION",1944
"24629","SISZ01","SENTOSA","BMSZ04","TIONG BAHRU STATION",506
"24695","SKSZ02","TURF CLUB","BMSZ04","TIONG BAHRU STATION",1572
"24831","SKSZ03","GALI BATU","BMSZ04","TIONG BAHRU STATION",44
"24978","SRSZ01","ROBERTSON QUAY","BMSZ04","TIONG BAHRU STATION",17996
"25077","SRSZ02","CLARKE QUAY","BMSZ04","TIONG BAHRU STATION",1042
"25241","SRSZ03","BOAT QUAY","BMSZ04","TIONG BAHRU STATION",539
"25302","SVSZ01","STRAITS VIEW","BMSZ04","TIONG BAHRU STATION",40
"25485","TMSZ02","TAMPINES EAST","BMSZ04","TIONG BAHRU STATION",4760
"25661","TMSZ03","TAMPINES WEST","BMSZ04","TIONG BAHRU STATION",190
"25819","TMSZ04","SIMEI","BMSZ04","TIONG BAHRU STATION",2583
"25965","TMSZ05","XILIN","BMSZ04","TIONG BAHRU STATION",132
"26091","TNSZ01","NASSIM","BMSZ04","TIONG BAHRU STATION",361
"26261","TNSZ02","CHATSWORTH","BMSZ04","TIONG BAHRU STATION",1397
"26363","TNSZ03","RIDOUT","BMSZ04","TIONG BAHRU STATION",1749
"26452","TNSZ04","TYERSALL","BMSZ04","TIONG BAHRU STATION",376
"26619","TPSZ01","TOA PAYOH WEST","BMSZ04","TIONG BAHRU STATION",877
"26795","TPSZ02","TOA PAYOH CENTRAL","BMSZ04","TIONG BAHRU STATION",1723
"27334","TPSZ09","POTONG PASIR","BMSZ04","TIONG BAHRU STATION",688
"27471","TPSZ10","BIDADARI","BMSZ04","TIONG BAHRU STATION",230
"27680","TPSZ12","JOO SENG","BMSZ04","TIONG BAHRU STATION",146
"27835","TSSZ02","TUAS PROMENADE","BMSZ04","TIONG BAHRU STATION",160
"27955","TSSZ03","TUAS NORTH","BMSZ04","TIONG BAHRU STATION",145
"28123","WDSZ01","WOODLANDS REGIONAL CENTRE","BMSZ04","TIONG BAHRU STATION",2439
"28340","WDSZ03","WOODLANDS EAST","BMSZ04","TIONG BAHRU STATION",2216
"28496","WDSZ05","WOODGROVE","BMSZ04","TIONG BAHRU STATION",77
"28585","WDSZ06","WOODLANDS WEST","BMSZ04","TIONG BAHRU STATION",1640
"28822","YSSZ01","YISHUN CENTRAL","BMSZ04","TIONG BAHRU STATION",484
"29004","YSSZ04","YISHUN SOUTH","BMSZ04","TIONG BAHRU STATION",187
"29251","YSSZ08","KHATIB","BMSZ04","TIONG BAHRU STATION",1560
"29391","YSSZ09","YISHUN WEST","BMSZ04","TIONG BAHRU STATION",2664
"46","AMSZ01","ANG MO KIO TOWN CENTRE","BMSZ05","SINGAPORE GENERAL HOSPITAL",1100
"181","AMSZ02","CHENG SAN","BMSZ05","SINGAPORE GENERAL HOSPITAL",1874
"432","AMSZ04","TOWNSVILLE","BMSZ05","SINGAPORE GENERAL HOSPITAL",1122
"891","AMSZ10","YIO CHU KANG","BMSZ05","SINGAPORE GENERAL HOSPITAL",1569
"1048","AMSZ11","YIO CHU KANG NORTH","BMSZ05","SINGAPORE GENERAL HOSPITAL",22
"1181","BDSZ01","KAKI BUKIT","BMSZ05","SINGAPORE GENERAL HOSPITAL",240
"1346","BDSZ02","BEDOK RESERVOIR","BMSZ05","SINGAPORE GENERAL HOSPITAL",79
"1492","BDSZ03","KEMBANGAN","BMSZ05","SINGAPORE GENERAL HOSPITAL",1115
"1642","BDSZ04","BEDOK NORTH","BMSZ05","SINGAPORE GENERAL HOSPITAL",5595
"1830","BDSZ05","FRANKEL","BMSZ05","SINGAPORE GENERAL HOSPITAL",946
"1975","BDSZ06","BEDOK SOUTH","BMSZ05","SINGAPORE GENERAL HOSPITAL",1596
"2331","BKSZ01","GOMBAK","BMSZ05","SINGAPORE GENERAL HOSPITAL",236
"2598","BKSZ04","GUILIN","BMSZ05","SINGAPORE GENERAL HOSPITAL",1823
"2740","BKSZ05","HILLVIEW","BMSZ05","SINGAPORE GENERAL HOSPITAL",11
"2882","BKSZ07","BUKIT BATOK CENTRAL","BMSZ05","SINGAPORE GENERAL HOSPITAL",2728
"3036","BKSZ08","BUKIT BATOK EAST","BMSZ05","SINGAPORE GENERAL HOSPITAL",275
"3273","BMSZ01","MARITIME SQUARE","BMSZ05","SINGAPORE GENERAL HOSPITAL",6268
"3464","BMSZ02","BUKIT MERAH","BMSZ05","SINGAPORE GENERAL HOSPITAL",1716
"3615","BMSZ03","REDHILL","BMSZ05","SINGAPORE GENERAL HOSPITAL",21965
"3786","BMSZ04","TIONG BAHRU STATION","BMSZ05","SINGAPORE GENERAL HOSPITAL",79495
"3967","BMSZ05","SINGAPORE GENERAL HOSPITAL","BMSZ05","SINGAPORE GENERAL HOSPITAL",76285
"4188","BMSZ07","ALEXANDRA HILL","BMSZ05","SINGAPORE GENERAL HOSPITAL",37246
"4329","BMSZ08","HENDERSON HILL","BMSZ05","SINGAPORE GENERAL HOSPITAL",26906
"4651","BMSZ11","KAMPONG TIONG BAHRU","BMSZ05","SINGAPORE GENERAL HOSPITAL",36872
"4808","BMSZ13","TELOK BLANGAH DRIVE","BMSZ05","SINGAPORE GENERAL HOSPITAL",34485
"4900","BMSZ14","TELOK BLANGAH WAY","BMSZ05","SINGAPORE GENERAL HOSPITAL",39325
"4977","BMSZ15","TELOK BLANGAH RISE","BMSZ05","SINGAPORE GENERAL HOSPITAL",81422
"5057","BMSZ16","EVERTON PARK","BMSZ05","SINGAPORE GENERAL HOSPITAL",15697
"5287","BPSZ01","SENJA","BMSZ05","SINGAPORE GENERAL HOSPITAL",860
"5420","BPSZ02","SAUJANA","BMSZ05","SINGAPORE GENERAL HOSPITAL",16
"5539","BPSZ03","FAJAR","BMSZ05","SINGAPORE GENERAL HOSPITAL",10
"5660","BPSZ04","BANGKIT","BMSZ05","SINGAPORE GENERAL HOSPITAL",8
"5807","BPSZ05","JELEBU","BMSZ05","SINGAPORE GENERAL HOSPITAL",506
"5974","BPSZ06","DAIRY FARM","BMSZ05","SINGAPORE GENERAL HOSPITAL",62
"6128","BPSZ07","NATURE RESERVE","BMSZ05","SINGAPORE GENERAL HOSPITAL",473
"6277","BSSZ01","UPPER THOMSON","BMSZ05","SINGAPORE GENERAL HOSPITAL",71
"6452","BSSZ02","MARYMOUNT","BMSZ05","SINGAPORE GENERAL HOSPITAL",1793
"6571","BSSZ03","BISHAN EAST","BMSZ05","SINGAPORE GENERAL HOSPITAL",1253
"6753","BTSZ01","ANAK BUKIT","BMSZ05","SINGAPORE GENERAL HOSPITAL",92
"6923","BTSZ02","SWISS CLUB","BMSZ05","SINGAPORE GENERAL HOSPITAL",616
"7048","BTSZ03","HOLLAND ROAD","BMSZ05","SINGAPORE GENERAL HOSPITAL",80
"7225","BTSZ05","HILLCREST","BMSZ05","SINGAPORE GENERAL HOSPITAL",1243
"7317","BTSZ06","CORONATION ROAD","BMSZ05","SINGAPORE GENERAL HOSPITAL",37
"7485","BTSZ07","LEEDON PARK","BMSZ05","SINGAPORE GENERAL HOSPITAL",290
"7646","BTSZ08","FARRER COURT","BMSZ05","SINGAPORE GENERAL HOSPITAL",110
"7979","CHSZ03","CHANGI AIRPORT","BMSZ05","SINGAPORE GENERAL HOSPITAL",282
"8123","CKSZ01","TECK WHYE","BMSZ05","SINGAPORE GENERAL HOSPITAL",203
"8303","CKSZ03","CHOA CHU KANG CENTRAL","BMSZ05","SINGAPORE GENERAL HOSPITAL",2976
"8482","CKSZ06","YEW TEE","BMSZ05","SINGAPORE GENERAL HOSPITAL",2772
"8695","CLSZ03","FABER","BMSZ05","SINGAPORE GENERAL HOSPITAL",1408
"8776","CLSZ04","CLEMENTI NORTH","BMSZ05","SINGAPORE GENERAL HOSPITAL",9616
"8936","CLSZ05","WEST COAST","BMSZ05","SINGAPORE GENERAL HOSPITAL",66
"9002","CLSZ06","CLEMENTI CENTRAL","BMSZ05","SINGAPORE GENERAL HOSPITAL",9955
"9153","CLSZ07","CLEMENTI WOODS","BMSZ05","SINGAPORE GENERAL HOSPITAL",6006
"9336","DTSZ01","BUGIS","BMSZ05","SINGAPORE GENERAL HOSPITAL",2305
"9523","DTSZ02","CITY HALL","BMSZ05","SINGAPORE GENERAL HOSPITAL",1507
"9719","DTSZ03","MARINA CENTRE","BMSZ05","SINGAPORE GENERAL HOSPITAL",121
"9892","DTSZ05","RAFFLES PLACE","BMSZ05","SINGAPORE GENERAL HOSPITAL",306
"10026","DTSZ06","CLIFFORD PIER","BMSZ05","SINGAPORE GENERAL HOSPITAL",737
"10139","DTSZ08","CECIL","BMSZ05","SINGAPORE GENERAL HOSPITAL",352
"10278","DTSZ09","TANJONG PAGAR","BMSZ05","SINGAPORE GENERAL HOSPITAL",767
"10506","DTSZ11","CENTRAL SUBZONE","BMSZ05","SINGAPORE GENERAL HOSPITAL",577
"10673","DTSZ12","BAYFRONT SUBZONE","BMSZ05","SINGAPORE GENERAL HOSPITAL",9
"10933","GLSZ02","MACPHERSON","BMSZ05","SINGAPORE GENERAL HOSPITAL",4660
"11110","GLSZ03","KAMPONG UBI","BMSZ05","SINGAPORE GENERAL HOSPITAL",2282
"11297","GLSZ04","ALJUNIED","BMSZ05","SINGAPORE GENERAL HOSPITAL",8707
"11501","GLSZ05","GEYLANG EAST","BMSZ05","SINGAPORE GENERAL HOSPITAL",4396
"11693","HGSZ01","HOUGANG CENTRAL","BMSZ05","SINGAPORE GENERAL HOSPITAL",755
"12249","HGSZ06","KOVAN","BMSZ05","SINGAPORE GENERAL HOSPITAL",364
"12909","JESZ04","LAKESIDE","BMSZ05","SINGAPORE GENERAL HOSPITAL",1268
"13061","JESZ05","JURONG GATEWAY","BMSZ05","SINGAPORE GENERAL HOSPITAL",9949
"13235","JESZ06","INTERNATIONAL BUSINESS PARK","BMSZ05","SINGAPORE GENERAL HOSPITAL",3971
"13331","JESZ08","TEBAN GARDENS","BMSZ05","SINGAPORE GENERAL HOSPITAL",4950
"13628","JWSZ04","TAMAN JURONG","BMSZ05","SINGAPORE GENERAL HOSPITAL",3814
"13875","JWSZ09","JURONG WEST CENTRAL","BMSZ05","SINGAPORE GENERAL HOSPITAL",6900
"14050","KLSZ01","BENDEMEER","BMSZ05","SINGAPORE GENERAL HOSPITAL",626
"14228","KLSZ02","GEYLANG BAHRU","BMSZ05","SINGAPORE GENERAL HOSPITAL",39
"14398","KLSZ03","BOON KENG","BMSZ05","SINGAPORE GENERAL HOSPITAL",1220
"14557","KLSZ04","KAMPONG BUGIS","BMSZ05","SINGAPORE GENERAL HOSPITAL",2629
"14699","KLSZ05","TANJONG RHU","BMSZ05","SINGAPORE GENERAL HOSPITAL",277
"14848","KLSZ06","LAVENDER","BMSZ05","SINGAPORE GENERAL HOSPITAL",1798
"15032","KLSZ07","KAMPONG JAVA","BMSZ05","SINGAPORE GENERAL HOSPITAL",337
"15354","KLSZ09","CRAWFORD","BMSZ05","SINGAPORE GENERAL HOSPITAL",3457
"15590","MPSZ01","MOUNTBATTEN","BMSZ05","SINGAPORE GENERAL HOSPITAL",44
"15689","MPSZ02","KATONG","BMSZ05","SINGAPORE GENERAL HOSPITAL",1100
"15920","MUSZ01","DHOBY GHAUT","BMSZ05","SINGAPORE GENERAL HOSPITAL",160
"16194","MUSZ03","BRAS BASAH","BMSZ05","SINGAPORE GENERAL HOSPITAL",1
"16491","NTSZ03","NEWTON CIRCUS","BMSZ05","SINGAPORE GENERAL HOSPITAL",109
"16698","NVSZ01","BALESTIER","BMSZ05","SINGAPORE GENERAL HOSPITAL",781
"16840","NVSZ02","MOULMEIN","BMSZ05","SINGAPORE GENERAL HOSPITAL",998
"17357","ORSZ02","BOULEVARD","BMSZ05","SINGAPORE GENERAL HOSPITAL",112
"17551","ORSZ03","SOMERSET","BMSZ05","SINGAPORE GENERAL HOSPITAL",82
"17851","OTSZ02","PEOPLE'S PARK","BMSZ05","SINGAPORE GENERAL HOSPITAL",100
"18011","OTSZ03","CHINATOWN","BMSZ05","SINGAPORE GENERAL HOSPITAL",14863
"18173","OTSZ04","CHINA SQUARE","BMSZ05","SINGAPORE GENERAL HOSPITAL",2500
"18402","PGSZ02","PUNGGOL TOWN CENTRE","BMSZ05","SINGAPORE GENERAL HOSPITAL",110
"18530","PGSZ03","MATILDA","BMSZ05","SINGAPORE GENERAL HOSPITAL",604
"18674","PGSZ04","PUNGGOL FIELD","BMSZ05","SINGAPORE GENERAL HOSPITAL",184
"18815","PGSZ05","WATERWAY EAST","BMSZ05","SINGAPORE GENERAL HOSPITAL",218
"19032","PNSZ01","JOO KOON","BMSZ05","SINGAPORE GENERAL HOSPITAL",291
"19160","PNSZ02","GUL CIRCLE","BMSZ05","SINGAPORE GENERAL HOSPITAL",28
"19362","PRSZ03","PASIR RIS CENTRAL","BMSZ05","SINGAPORE GENERAL HOSPITAL",4074
"19728","QTSZ01","GHIM MOH","BMSZ05","SINGAPORE GENERAL HOSPITAL",7777
"19805","QTSZ02","HOLLAND DRIVE","BMSZ05","SINGAPORE GENERAL HOSPITAL",5918
"19935","QTSZ03","COMMONWEALTH","BMSZ05","SINGAPORE GENERAL HOSPITAL",6367
"20101","QTSZ04","TANGLIN HALT","BMSZ05","SINGAPORE GENERAL HOSPITAL",1540
"20211","QTSZ05","MARGARET DRIVE","BMSZ05","SINGAPORE GENERAL HOSPITAL",2651
"20311","QTSZ06","MEI CHIN","BMSZ05","SINGAPORE GENERAL HOSPITAL",18636
"20468","QTSZ07","QUEENSWAY","BMSZ05","SINGAPORE GENERAL HOSPITAL",539
"20572","QTSZ08","ONE NORTH","BMSZ05","SINGAPORE GENERAL HOSPITAL",2073
"20738","QTSZ09","SINGAPORE POLYTECHNIC","BMSZ05","SINGAPORE GENERAL HOSPITAL",1548
"20900","QTSZ10","DOVER","BMSZ05","SINGAPORE GENERAL HOSPITAL",2068
"20989","QTSZ11","NATIONAL UNIVERSITY OF S'PORE","BMSZ05","SINGAPORE GENERAL HOSPITAL",39
"21138","QTSZ12","KENT RIDGE","BMSZ05","SINGAPORE GENERAL HOSPITAL",11
"21210","QTSZ13","PASIR PANJANG 1","BMSZ05","SINGAPORE GENERAL HOSPITAL",1736
"21367","QTSZ14","PASIR PANJANG 2","BMSZ05","SINGAPORE GENERAL HOSPITAL",1155
"21475","QTSZ15","PORT","BMSZ05","SINGAPORE GENERAL HOSPITAL",6
"21607","RCSZ01","FARRER PARK","BMSZ05","SINGAPORE GENERAL HOSPITAL",1007
"21748","RCSZ02","LITTLE INDIA","BMSZ05","SINGAPORE GENERAL HOSPITAL",198
"21800","RCSZ03","SUNGEI ROAD","BMSZ05","SINGAPORE GENERAL HOSPITAL",12
